id,label
5202,0.000000
11283,0.923964
2852,0.000000
8379,0.923964
790,0.923964
6408,0.000021
1422,0.000000
7604,0.000000
11896,0.000025
2075,0.000000
8324,0.923964
1324,0.000000
8746,0.923964
1233,0.000000
4448,0.000000
8598,0.000000
6590,0.923964
1597,0.000000
5423,0.000000
298,0.923964
9768,0.923964
4580,0.923964
5652,0.000000
1180,0.923964
2725,0.000000
4964,0.000000
3680,0.923964
1913,0.000000
9996,0.923964
7916,0.923964
2401,0.000000
6595,0.000000
9792,0.000000
8693,0.923964
6406,0.923964
5842,0.421565
5968,0.923964
4052,0.000000
5981,0.000000
2242,0.000000
5531,0.923964
1394,0.000000
2409,0.923964
9971,0.000000
5909,0.000000
10880,0.000000
5412,0.000000
1862,0.000000
8908,0.000000
8024,0.923964
10804,0.923964
75,0.010904
6508,0.000000
3458,0.000000
9387,0.000000
4840,0.923964
4547,0.923964
11882,0.923964
8995,0.469556
10285,0.923964
11676,0.000000
11665,0.923964
4993,0.923964
11247,0.923964
265,0.923964
11929,0.923964
11972,0.923964
10013,0.000004
985,0.000000
3549,0.000009
3889,0.000000
4542,0.005703
10948,0.923964
10786,0.000000
4255,0.923964
3147,0.923964
2949,0.923964
7065,0.923964
9116,0.000857
2314,0.004737
981,0.923964
11434,0.000000
207,0.923964
5141,0.923964
9481,0.923964
11815,0.923964
7769,0.923964
10676,0.000000
10705,0.923964
3011,0.923964
6946,0.000000
2159,0.923964
3137,0.923964
11142,0.000412
7821,0.000000
12009,0.923964
2313,0.923964
7597,0.000000
1629,0.923964
941,0.000000
7127,0.923964
581,0.923964
2200,0.000000
1326,0.023846
1057,0.923964
3502,0.000000
4777,0.000010
10627,0.000000
3045,0.923964
8838,0.923964
10449,0.923964
8616,0.000000
2521,0.923964
11641,0.000000
858,0.923964
11897,0.923964
189,0.000000
10331,0.000000
10277,0.641907
4856,0.923964
11883,0.923964
9927,0.000000
9628,0.000000
6513,0.000000
2568,0.923964
403,0.923964
8290,0.000000
6335,0.000000
2210,0.923964
9688,0.000001
6333,0.000000
11885,0.000000
3314,0.923964
10639,0.923964
7226,0.923964
11726,0.000000
11317,0.000000
7340,0.015533
10084,0.923964
5034,0.000000
7545,0.923964
1117,0.000001
670,0.923964
266,0.000000
6925,0.000000
7371,0.923964
3933,0.923964
4406,0.923964
3905,0.923964
6786,0.923964
4960,0.305283
12013,0.923964
9895,0.923964
10094,0.923964
9532,0.000000
8806,0.310034
10321,0.923964
2677,0.923964
3421,0.923964
100,0.000000
2266,0.000000
5394,0.923964
4651,0.923964
1900,0.000000
2688,0.000000
3345,0.923964
8299,0.000000
6051,0.923964
3536,0.923964
9963,0.000000
10996,0.923964
7417,0.923964
6153,0.000000
1114,0.923964
5481,0.923964
2936,0.923964
5724,0.000000
11934,0.923964
5675,0.923964
2246,0.923964
6187,0.923964
9925,0.923964
9468,0.000000
8819,0.923964
3689,0.000965
3566,0.000000
3751,0.923964
6921,0.000000
4254,0.000000
5256,0.923964
7922,0.923964
4016,0.000000
10605,0.611931
8818,0.923964
10245,0.923964
12063,0.000000
25,0.000001
10842,0.000071
6045,0.923964
10213,0.923964
10974,0.923964
1474,0.000005
4577,0.923964
11418,0.001632
3199,0.000000
5440,0.923964
673,0.000000
3527,0.923964
9417,0.923964
1129,0.923964
875,0.000000
3452,0.923964
8088,0.923964
11588,0.000000
2327,0.923964
10652,0.000000
5043,0.000000
307,0.923964
5503,0.923964
10268,0.923964
2665,0.000000
9730,0.000000
11402,0.923964
2444,0.923964
6589,0.923964
2306,0.923964
6074,0.000000
7561,0.000000
3708,0.923964
7350,0.923964
8037,0.923964
3038,0.923964
11343,0.923964
8137,0.000214
7969,0.923964
4271,0.000000
10196,0.923964
1998,0.923964
7308,0.000005
8052,0.000000
12408,0.000000
5101,0.923964
7548,0.923964
4413,0.923964
6071,0.000000
838,0.000000
21,0.923964
11516,0.923964
240,0.923964
5742,0.923964
4157,0.000003
8848,0.000000
1665,0.000000
3418,0.000000
4981,0.000000
780,0.923964
3839,0.000001
5967,0.000015
3482,0.923964
3814,0.923964
370,0.923964
8306,0.923964
7101,0.087995
1877,0.923964
6795,0.000000
3091,0.000000
9972,0.000000
8428,0.000012
9646,0.923964
10513,0.000000
9455,0.000000
6755,0.000000
3060,0.923964
5014,0.575854
8317,0.400383
11606,0.000000
468,0.000000
5994,0.000000
1865,0.923964
9356,0.923964
492,0.000000
4256,0.000002
5585,0.923964
2823,0.000000
3472,0.000075
2767,0.923964
1196,0.000085
9974,0.000000
9109,0.000000
2152,0.000000
168,0.000000
9677,0.923964
6104,0.923964
9875,0.000000
2810,0.000000
5282,0.004794
5898,0.923964
1885,0.658598
10466,0.923964
10857,0.923964
9185,0.923964
3148,0.923964
8969,0.923964
1694,0.000000
2009,0.923964
2608,0.000000
1957,0.000000
5302,0.923964
2197,0.923964
3590,0.000000
12014,0.923964
2042,0.923964
1818,0.000000
3714,0.923964
3086,0.923964
132,0.923964
10219,0.001098
5793,0.000153
3373,0.048485
3121,0.000000
8708,0.923964
6976,0.923964
1522,0.000000
11959,0.000000
769,0.923964
6032,0.000000
9736,0.000000
10348,0.923964
9989,0.923964
4218,0.923964
11594,0.000000
1483,0.923964
5391,0.923964
4785,0.000000
449,0.000000
3630,0.923964
4387,0.000000
12170,0.923964
11267,0.005295
1867,0.000020
463,0.923964
2605,0.923964
2750,0.000000
7042,0.000019
6339,0.408114
4902,0.923964
1633,0.923964
650,0.923964
6459,0.000000
5953,0.000000
5752,0.923964
8759,0.923964
2236,0.000000
6227,0.000000
11035,0.923964
4834,0.923964
5358,0.923964
6114,0.000000
6462,0.923964
10307,0.923964
9369,0.923964
1880,0.000000
7119,0.923964
2399,0.000000
4967,0.000000
10161,0.000000
11198,0.000011
11962,0.000000
8269,0.923964
2178,0.602155
11700,0.000000
4869,0.000000
1674,0.000000
11969,0.923964
3165,0.000000
2960,0.648079
4628,0.923964
10596,0.000000
3682,0.923964
8118,0.923964
11687,0.000000
9034,0.000000
11378,0.923964
2301,0.923964
4470,0.000000
2191,0.000000
8016,0.081503
2576,0.000000
11425,0.923964
11512,0.923964
1702,0.923964
7121,0.923964
1518,0.000000
929,0.000000
3953,0.000004
6660,0.000000
7783,0.923964
424,0.923964
12368,0.000000
11635,0.923964
9519,0.000017
10474,0.923964
6877,0.000000
12419,0.000000
3002,0.923964
6284,0.923964
5856,0.000000
1897,0.000000
3407,0.923964
7026,0.923964
1699,0.923964
472,0.923964
9140,0.923964
4182,0.000000
6995,0.000000
7159,0.000004
11447,0.000000
3945,0.923964
4380,0.000053
7924,0.000000
824,0.000000
10729,0.000000
6678,0.000000
4679,0.923964
9909,0.000000
12101,0.000000
4858,0.923964
8130,0.000000
2002,0.923964
5628,0.923964
6618,0.000000
2028,0.000000
3297,0.000000
9429,0.000000
6710,0.923964
1670,0.000000
12256,0.923964
2899,0.923964
5700,0.923964
10391,0.001343
487,0.000008
8028,0.923964
8631,0.000000
2325,0.923964
8067,0.923964
9490,0.923964
771,0.000000
3512,0.923964
2519,0.000000
5189,0.923964
7171,0.000000
4148,0.000000
11771,0.000000
11543,0.000000
7161,0.923964
10300,0.923964
9110,0.000000
2167,0.000000
8267,0.923964
4277,0.000000
9676,0.000000
7718,0.000205
2695,0.923964
8955,0.000464
5252,0.000000
8914,0.000000
10775,0.000000
4440,0.000000
10504,0.923964
1241,0.923964
7146,0.000001
3978,0.001738
10266,0.000000
2354,0.000000
3696,0.000000
9093,0.923964
12251,0.072728
2198,0.923964
11828,0.923964
5057,0.000000
8068,0.923964
1875,0.000000
4965,0.923964
1288,0.000000
12162,0.001002
11150,0.000000
11947,0.000000
6297,0.000000
9818,0.923964
2013,0.000023
10559,0.923964
7094,0.000000
565,0.923964
1954,0.923964
9403,0.000000
1832,0.923964
2424,0.000182
11877,0.923964
5168,0.000070
9544,0.923964
3719,0.923964
6828,0.923964
2828,0.000000
1167,0.923964
1788,0.923964
1237,0.923964
2229,0.923964
2867,0.923964
6354,0.923964
3378,0.923964
345,0.023042
5977,0.000082
3103,0.923964
7468,0.923964
2268,0.000000
9608,0.923964
1870,0.000000
7848,0.923964
6979,0.000000
8859,0.000019
3127,0.000000
2252,0.000001
9952,0.000000
5142,0.000000
6838,0.000000
12252,0.000000
794,0.923964
10679,0.000000
3713,0.923964
6242,0.923964
9211,0.000000
8106,0.004917
11449,0.923964
11628,0.923964
12083,0.000000
716,0.405301
1189,0.112649
9613,0.923964
11611,0.000000
7853,0.923964
4934,0.000000
5884,0.923964
7919,0.000000
8688,0.923964
7375,0.923964
5821,0.923964
119,0.923964
10354,0.923964
2530,0.000000
9408,0.000000
547,0.923964
5958,0.923964
6024,0.000000
10302,0.923964
9586,0.000612
9868,0.438121
678,0.267806
10144,0.923964
11061,0.000000
5169,0.000000
251,0.923964
11384,0.000141
2773,0.001928
8997,0.611844
4359,0.000103
384,0.923964
3185,0.014865
10635,0.000000
6228,0.000000
3388,0.000000
10769,0.923964
10292,0.000000
2362,0.923964
9718,0.000000
1314,0.923964
889,0.000000
2025,0.000000
7189,0.923964
4191,0.923964
6531,0.000000
2419,0.000000
11724,0.000000
6630,0.923964
6510,0.923964
5466,0.000000
4103,0.923964
3281,0.000009
11244,0.923964
8533,0.000000
2720,0.923964
10087,0.923964
4143,0.923964
2539,0.923964
1868,0.000000
405,0.923964
8059,0.000000
6570,0.000000
1635,0.923964
6605,0.000000
9624,0.923964
3529,0.923964
11059,0.000000
8833,0.000201
6341,0.923964
5716,0.000000
4927,0.923964
2491,0.923964
2121,0.923964
4503,0.000535
3324,0.000000
6489,0.008075
2041,0.923964
9291,0.923964
8661,0.923964
6388,0.923964
5038,0.000000
12116,0.000000
5092,0.923964
7291,0.923964
3411,0.000000
764,0.001221
5453,0.000000
12356,0.000000
8273,0.000000
9901,0.000000
255,0.000000
7357,0.000001
8936,0.923964
11224,0.923964
10117,0.000000
5173,0.923964
5705,0.923964
2559,0.923964
8526,0.000000
978,0.000000
10088,0.000000
5261,0.000000
7826,0.923964
9887,0.923964
3670,0.000000
6622,0.923964
5823,0.000000
3546,0.923964
8869,0.923964
8852,0.000000
4433,0.000000
2359,0.923964
5504,0.923964
10909,0.923964
5049,0.923964
6861,0.000044
10253,0.923964
5862,0.923964
2896,0.000000
6058,0.000000
1336,0.000000
10495,0.000000
385,0.923964
11338,0.001352
3363,0.923964
10919,0.923964
1445,0.923964
1464,0.000139
9598,0.923964
10057,0.056314
7773,0.000000
223,0.923964
1717,0.923964
1866,0.923964
7106,0.000000
7060,0.000000
7542,0.923964
7358,0.923964
10479,0.923964
10668,0.000000
7619,0.000000
9028,0.000000
6883,0.923964
5551,0.923964
7320,0.000000
11581,0.000088
10187,0.923964
9968,0.923964
380,0.589721
1753,0.923964
4607,0.000000
3818,0.923964
5923,0.660471
2497,0.000007
2648,0.923964
6721,0.923964
7266,0.000000
3618,0.000000
11410,0.000062
4370,0.923964
1260,0.000000
8,0.000000
7274,0.923964
3270,0.000000
11286,0.923964
10836,0.610925
258,0.923964
1688,0.923964
5881,0.923964
6038,0.923964
6611,0.923964
1150,0.000000
4344,0.923964
11949,0.000000
12024,0.923964
1087,0.923964
10900,0.923964
1433,0.923964
1801,0.923964
9775,0.923964
9346,0.923964
2550,0.000000
8014,0.923964
3390,0.000000
7211,0.000000
9914,0.923964
6295,0.923964
